input,sector,region,value
Financial and Insurance (Section K),"Wholesale, Retail and Repairs (Section G)",SCO,218.0347013
Financial and Insurance (Section K),Transportation and Storage (Section H),SCO,1383.52077
Financial and Insurance (Section K),Accommodation and Food Services (Section I),SCO,337.0125089
Financial and Insurance (Section K),Information and Communication (Section J),SCO,1793.581876
Financial and Insurance (Section K),Financial and Insurance (Section K),SCO,2760.384108
Financial and Insurance (Section K),Real Estate Activities (Section L),SCO,388.2407378
Financial and Insurance (Section K),"Professional, Scientific & Technical (Section M)",SCO,1711.480667
Financial and Insurance (Section K),Administrative and Support Services (Section N),SCO,1060.037719
Financial and Insurance (Section K),Public administration and defence; compulsory social security (Section O),SCO,23.49561311
Financial and Insurance (Section K),Education (Section P),SCO,202.653468
Financial and Insurance (Section K),Other Services (Section (Q-U),SCO,234.4383879
Real Estate Activities (Section L),"Agriculture, Forestry and Fishing (Section A)",SCO,0
Real Estate Activities (Section L),Mining & Quarrying (Section B),SCO,0
Real Estate Activities (Section L),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,2.523743867
Real Estate Activities (Section L),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,4.190610919
Real Estate Activities (Section L),"Wood and Paper Products, and Printing (Section CC)",SCO,13.42414136
Real Estate Activities (Section L),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,23.91258848
Real Estate Activities (Section L),Basic Pharmaceuticals and Their Products (Section CF),SCO,0
Real Estate Activities (Section L),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,3.365666092
Real Estate Activities (Section L),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,5.23231763
Real Estate Activities (Section L),"Computer, Electronic and Optical Products (Section CI)",SCO,8.350450728
Real Estate Activities (Section L),Electrical Equipment (Section CJ),SCO,4.102456954
Real Estate Activities (Section L),Machinery and Equipment N.E.C. (Section CK),SCO,6.831725939
Real Estate Activities (Section L),Transport Equipment (Section CL),SCO,8.446965449
Real Estate Activities (Section L),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,4.734058938
Real Estate Activities (Section L),"Utilities (Section D,E)",SCO,86.10748053
Real Estate Activities (Section L),Construction (Section F),SCO,975.6665467
Real Estate Activities (Section L),"Wholesale, Retail and Repairs (Section G)",SCO,22.51307677
Real Estate Activities (Section L),Transportation and Storage (Section H),SCO,39.19229
Real Estate Activities (Section L),Accommodation and Food Services (Section I),SCO,5.404965895
Real Estate Activities (Section L),Information and Communication (Section J),SCO,136.5598523
Real Estate Activities (Section L),Financial and Insurance (Section K),SCO,1539.604157
Real Estate Activities (Section L),Real Estate Activities (Section L),SCO,33.71900048
Real Estate Activities (Section L),"Professional, Scientific & Technical (Section M)",SCO,282.6202805
Real Estate Activities (Section L),Administrative and Support Services (Section N),SCO,96.38171834
Real Estate Activities (Section L),Public administration and defence; compulsory social security (Section O),SCO,177.9124456
Real Estate Activities (Section L),Education (Section P),SCO,6.379114271
Real Estate Activities (Section L),Other Services (Section (Q-U),SCO,7.549559742
"Professional, Scientific & Technical (Section M)","Agriculture, Forestry and Fishing (Section A)",SCO,4.599045134
"Professional, Scientific & Technical (Section M)",Mining & Quarrying (Section B),SCO,0
"Professional, Scientific & Technical (Section M)","Food Products, Beverages and Tobacco Products (Section CA)",SCO,38.99354486
"Professional, Scientific & Technical (Section M)","Textiles, Wearing Apparel and Leather (Section CB)",SCO,13.24468487
"Professional, Scientific & Technical (Section M)","Wood and Paper Products, and Printing (Section CC)",SCO,38.32502874
"Professional, Scientific & Technical (Section M)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,59.13037691
"Professional, Scientific & Technical (Section M)",Basic Pharmaceuticals and Their Products (Section CF),SCO,27.21664397
"Professional, Scientific & Technical (Section M)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,9.352274087
"Professional, Scientific & Technical (Section M)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,10.54133043
"Professional, Scientific & Technical (Section M)","Computer, Electronic and Optical Products (Section CI)",SCO,71.18489402
"Professional, Scientific & Technical (Section M)",Electrical Equipment (Section CJ),SCO,11.20994443
"Professional, Scientific & Technical (Section M)",Machinery and Equipment N.E.C. (Section CK),SCO,23.42182756
"Professional, Scientific & Technical (Section M)",Transport Equipment (Section CL),SCO,49.61296114
"Professional, Scientific & Technical (Section M)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,42.2006544
"Professional, Scientific & Technical (Section M)","Utilities (Section D,E)",SCO,96.16534956
"Professional, Scientific & Technical (Section M)",Construction (Section F),SCO,80.97370603
"Professional, Scientific & Technical (Section M)","Wholesale, Retail and Repairs (Section G)",SCO,54.63878464
"Professional, Scientific & Technical (Section M)",Transportation and Storage (Section H),SCO,209.2164122
"Professional, Scientific & Technical (Section M)",Accommodation and Food Services (Section I),SCO,51.31719638
"Professional, Scientific & Technical (Section M)",Information and Communication (Section J),SCO,409.6458008
"Professional, Scientific & Technical (Section M)",Financial and Insurance (Section K),SCO,340.6690542
"Professional, Scientific & Technical (Section M)",Real Estate Activities (Section L),SCO,29.80041444
"Professional, Scientific & Technical (Section M)","Professional, Scientific & Technical (Section M)",SCO,2152.514869
"Professional, Scientific & Technical (Section M)",Administrative and Support Services (Section N),SCO,631.8553089
"Professional, Scientific & Technical (Section M)",Public administration and defence; compulsory social security (Section O),SCO,595.4129681
"Professional, Scientific & Technical (Section M)",Education (Section P),SCO,171.2968052
"Professional, Scientific & Technical (Section M)",Other Services (Section (Q-U),SCO,63.95536404
Administrative and Support Services (Section N),"Agriculture, Forestry and Fishing (Section A)",SCO,1.729672986
Administrative and Support Services (Section N),Mining & Quarrying (Section B),SCO,32.16262895
Administrative and Support Services (Section N),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,45.67566505
Administrative and Support Services (Section N),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,19.73573344
Administrative and Support Services (Section N),"Wood and Paper Products, and Printing (Section CC)",SCO,47.81295201
Administrative and Support Services (Section N),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,132.4203467
Administrative and Support Services (Section N),Basic Pharmaceuticals and Their Products (Section CF),SCO,3.459345971
Administrative and Support Services (Section N),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,26.14411312
Administrative and Support Services (Section N),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,9.586555094
Administrative and Support Services (Section N),"Computer, Electronic and Optical Products (Section CI)",SCO,31.25977562
Administrative and Support Services (Section N),Electrical Equipment (Section CJ),SCO,19.02319218
Administrative and Support Services (Section N),Machinery and Equipment N.E.C. (Section CK),SCO,19.05195809
Administrative and Support Services (Section N),Transport Equipment (Section CL),SCO,38.18969257
Administrative and Support Services (Section N),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,25.32028916
Administrative and Support Services (Section N),"Utilities (Section D,E)",SCO,67.24355102
Administrative and Support Services (Section N),Construction (Section F),SCO,49.40876367
Administrative and Support Services (Section N),"Wholesale, Retail and Repairs (Section G)",SCO,120.3338952
Administrative and Support Services (Section N),Transportation and Storage (Section H),SCO,197.621585
Administrative and Support Services (Section N),Accommodation and Food Services (Section I),SCO,31.73009903
Administrative and Support Services (Section N),Information and Communication (Section J),SCO,203.2059032
Administrative and Support Services (Section N),Financial and Insurance (Section K),SCO,219.0769368
Administrative and Support Services (Section N),Real Estate Activities (Section L),SCO,34.2841995
Administrative and Support Services (Section N),"Professional, Scientific & Technical (Section M)",SCO,542.5378124
Administrative and Support Services (Section N),Administrative and Support Services (Section N),SCO,1554.29257
Administrative and Support Services (Section N),Public administration and defence; compulsory social security (Section O),SCO,8.73004645
Administrative and Support Services (Section N),Education (Section P),SCO,28.79622759
Administrative and Support Services (Section N),Other Services (Section (Q-U),SCO,83.4883667
Public administration and defence; compulsory social security (Section O),"Agriculture, Forestry and Fishing (Section A)",SCO,0
Public administration and defence; compulsory social security (Section O),Mining & Quarrying (Section B),SCO,4.789461368
Public administration and defence; compulsory social security (Section O),"Food Products, Beverages and Tobacco Products (Section CA)",SCO,50.69713906
Public administration and defence; compulsory social security (Section O),"Textiles, Wearing Apparel and Leather (Section CB)",SCO,50.04559617
Public administration and defence; compulsory social security (Section O),"Wood and Paper Products, and Printing (Section CC)",SCO,164.1597271
Public administration and defence; compulsory social security (Section O),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",SCO,128.8418688
Public administration and defence; compulsory social security (Section O),Basic Pharmaceuticals and Their Products (Section CF),SCO,33.67455337
Public administration and defence; compulsory social security (Section O),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",SCO,50.80040815
Public administration and defence; compulsory social security (Section O),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",SCO,154.7603119
Public administration and defence; compulsory social security (Section O),"Computer, Electronic and Optical Products (Section CI)",SCO,107.8874906
Public administration and defence; compulsory social security (Section O),Electrical Equipment (Section CJ),SCO,64.30598733
Public administration and defence; compulsory social security (Section O),Machinery and Equipment N.E.C. (Section CK),SCO,39.94695153
Public administration and defence; compulsory social security (Section O),Transport Equipment (Section CL),SCO,468.1190189
Public administration and defence; compulsory social security (Section O),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",SCO,63.74542118
Public administration and defence; compulsory social security (Section O),"Utilities (Section D,E)",SCO,325.8588327
